timestamp,cpu_percent,ram_percent,temp_c
2026-05-12T00:26:09.815161,0.0,33.0,56.9
2026-05-12T00:26:10.814465,74.6,33.0,56.0
2026-05-12T00:26:11.824860,83.5,33.0,56.0
2026-05-12T00:26:12.818255,81.8,33.0,56.0
2026-05-12T00:26:13.830619,75.3,32.9,56.0
2026-05-12T00:26:14.820550,81.9,32.9,56.4
2026-05-12T00:26:15.823943,77.7,33.2,57.9
2026-05-12T00:26:16.821868,81.6,33.2,56.9
2026-05-12T00:26:17.830651,91.9,33.4,56.9
2026-05-12T00:26:18.822899,79.3,33.9,56.9
2026-05-12T00:26:19.822332,71.5,34.3,56.4
2026-05-12T00:26:20.821345,86.2,34.6,57.9
2026-05-12T00:26:21.833116,78.4,34.7,56.0
2026-05-12T00:26:22.841128,81.5,34.5,56.4
2026-05-12T00:26:23.836862,78.2,33.8,56.9
2026-05-12T00:26:24.839355,77.0,33.7,56.4
2026-05-12T00:26:25.839714,82.3,33.7,56.4
2026-05-12T00:26:26.826035,62.2,33.8,56.4
2026-05-12T00:26:27.825570,55.1,33.8,56.0
2026-05-12T00:26:28.825368,32.7,33.6,55.5
2026-05-12T00:26:29.828802,30.7,33.6,56.0
2026-05-12T00:26:30.832527,40.4,32.8,56.4
2026-05-12T00:26:31.829156,44.8,32.7,56.0
2026-05-12T00:26:32.831118,35.7,32.7,56.4
2026-05-12T00:26:33.829870,37.8,32.6,55.5
2026-05-12T00:26:34.832545,29.6,32.6,55.5
2026-05-12T00:26:35.833273,34.6,32.6,55.5
2026-05-12T00:26:36.836366,33.1,32.5,55.5
2026-05-12T00:26:37.836465,45.1,32.5,55.5
2026-05-12T00:26:38.835098,38.9,32.5,54.5
2026-05-12T00:26:39.834174,33.5,32.5,55.0
2026-05-12T00:26:40.834996,34.8,32.5,55.0
2026-05-12T00:26:41.836891,35.3,32.5,55.0
2026-05-12T00:26:42.835342,33.9,32.4,55.5
2026-05-12T00:26:43.835435,34.4,32.3,54.5
2026-05-12T00:26:44.836961,36.5,32.3,55.5
2026-05-12T00:26:45.838273,34.8,32.3,55.5
2026-05-12T00:26:46.840517,34.3,32.3,55.5
2026-05-12T00:26:47.841833,35.7,32.3,54.5
2026-05-12T00:26:48.850145,55.1,32.5,56.4
2026-05-12T00:26:49.841964,69.8,32.8,55.5
2026-05-12T00:26:50.846664,81.6,34.9,55.5
2026-05-12T00:26:51.846208,55.6,35.2,56.4
2026-05-12T00:26:52.845087,71.1,35.2,55.5
2026-05-12T00:26:53.845594,78.7,35.2,55.0
2026-05-12T00:26:54.851471,46.4,35.2,56.4
2026-05-12T00:26:55.846339,44.3,35.3,56.4
2026-05-12T00:26:56.844634,48.7,35.3,55.5
2026-05-12T00:26:57.861101,56.7,35.4,55.0
2026-05-12T00:26:58.848241,61.4,35.4,56.4
2026-05-12T00:26:59.846547,67.5,35.8,55.5
2026-05-12T00:27:00.854329,86.4,36.3,56.4
2026-05-12T00:27:01.850137,88.3,36.4,56.0
2026-05-12T00:27:02.854393,99.2,36.4,56.9
2026-05-12T00:27:03.859046,84.2,36.3,56.9
2026-05-12T00:27:04.858887,84.4,36.3,56.0
2026-05-12T00:27:05.861214,43.5,36.3,56.0
2026-05-12T00:27:06.851941,52.8,36.3,55.0
2026-05-12T00:27:07.860482,69.5,36.2,55.5
2026-05-12T00:27:08.858811,65.3,36.4,56.0
2026-05-12T00:27:09.854517,61.7,36.4,56.0
2026-05-12T00:27:10.852736,41.6,36.4,56.0
2026-05-12T00:27:11.877514,48.3,36.1,55.5
2026-05-12T00:27:12.858255,56.5,36.1,56.0
