timestamp,cpu_percent,ram_percent,temp_c
2026-05-10T22:14:32.435375,0.0,30.6,45.2
2026-05-10T22:14:33.433973,3.3,30.6,43.3
2026-05-10T22:14:34.434114,2.0,30.6,42.8
2026-05-10T22:14:35.434182,3.0,30.6,43.3
2026-05-10T22:14:36.434357,2.7,30.6,42.3
2026-05-10T22:14:37.434383,2.8,30.6,42.3
2026-05-10T22:14:38.434439,5.5,30.6,42.8
2026-05-10T22:14:39.437925,4.0,30.6,41.8
2026-05-10T22:14:40.440279,5.6,30.6,42.3
